code,category,name,unit,unit_price,notes
RAC-004,أنظمة السلامة والحريق (RAC),كواشف حرارة (مطبخ) / Heat detectors,عدد,250.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | كاشف حراري للمناطق الحارة/المطبخ | مصدر: جدول كميات RAC 2026
RAC-005,أنظمة السلامة والحريق (RAC),نقاط إنذار يدوية / Manual call points,عدد,300.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | نقطة إنذار يدوية معنونة | مصدر: جدول كميات RAC 2026
RAC-006,أنظمة السلامة والحريق (RAC),أجراس وفلاشرات / Sounders & flashers,عدد,200.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | جرس/فلاشر إنذار معتمد | مصدر: جدول كميات RAC 2026
RAC-007,أنظمة السلامة والحريق (RAC),طفايات حريق 6كجم / Fire extinguishers 6kg,عدد,180.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | طفاية بودرة/CO2 مع لوحة إرشادية | مصدر: جدول كميات RAC 2026
RAC-008,أنظمة السلامة والحريق (RAC),ربط وتشغيل مع نظام RAC / FA integration & commissioning,LS,5000.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | ربط اللوحة مع نظام الإنذار الرئيسي لـ RAC واختبار | مصدر: جدول كميات RAC 2026
RAC-009,أنظمة السلامة والحريق (RAC),مخارج شبكة CAT6A / Structured cabling CAT6A outlets,عدد,180.0,التيار الخفيف / LOW-CURRENT (ELV) | منفذ CAT6A مع كابل واختبار Fluke | مصدر: جدول كميات RAC 2026
RAC-010,أنظمة السلامة والحريق (RAC),خزانة بيانات ولوحة توصيل / Data cabinet & patch panel,عدد,6500.0,التيار الخفيف / LOW-CURRENT (ELV) | خزانة 12-18U مع باتش ومنظم كابلات | مصدر: جدول كميات RAC 2026
RAC-011,أنظمة السلامة والحريق (RAC),تحكم دخول (قارئ+قفل+مزود) / Access control per door,عدد,2400.0,التيار الخفيف / LOW-CURRENT (ELV) | قارئ بطاقة ZKT + قفل مغناطيسي + مزود طاقة | مصدر: جدول كميات RAC 2026
RAC-012,أنظمة السلامة والحريق (RAC),كاميرات مراقبة 8MP / CCTV cameras,عدد,850.0,التيار الخفيف / LOW-CURRENT (ELV) | كاميرا IP 8MP وربط بنظام RAC القائم | مصدر: جدول كميات RAC 2026
RAC-013,أنظمة السلامة والحريق (RAC),نظام نداء/اتصال داخلي / PA / intercom (if required),LS,4500.0,التيار الخفيف / LOW-CURRENT (ELV) | سماعات ونقاط نداء داخلي عند اللزوم | مصدر: جدول كميات RAC 2026
RAC-014,أنظمة السلامة والحريق (RAC),خزائن مطبخ سفلية/علوية مع كاونتر / Kitchen base & wall units + counter,م.ط,1800.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | خزائن HPL مقاومة للرطوبة + سطح كوارتز/كورين | مصدر: جدول كميات RAC 2026
RAC-015,أنظمة السلامة والحريق (RAC),كاونتر استقبال/سكرتارية / Reception/secretary counter,عدد,4500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | كاونتر مصنّع HPL/كورين حسب التصميم | مصدر: جدول كميات RAC 2026
RAC-016,أنظمة السلامة والحريق (RAC),أرفف تخزين / Storage shelving,LS,3500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | أرفف معدنية/خشبية لغرفة التخزين | مصدر: جدول كميات RAC 2026
